,8-13,32915  ,17083  ,15832  ,23420  ,12168  ,11252  ,9495  ,4915  ,4580  ,,,,,
,0-13,85416  ,44335  ,41081  ,61176  ,31787  ,29389  ,24240  ,12548  ,11692  ,,,,,
,14,5269  ,2594  ,2675  ,3719  ,1846  ,1873  ,1550  ,748  ,802  ,,,,,
,10-14,26286  ,13516  ,12770  ,18533  ,9512  ,9021  ,7753  ,4004  ,3749  ,,,,,
,0-14,90685  ,46929  ,43756  ,64895  ,33633  ,31262  ,25790  ,13296  ,12494  ,,,,,
,15,5394  ,2866  ,2528  ,3796  ,2021  ,1775  ,1598  ,845  ,753  ,,,,,
,14-15,10663  ,5460  ,5203  ,7515  ,3867  ,3648  ,3148  ,1593  ,1555  ,,,,,
,16,5725  ,2924  ,2801  ,4105  ,2065  ,2040  ,1620  ,859  ,761  ,,,,,
,17,6000  ,3030  ,2970  ,4509  ,2273  ,2236  ,1491  ,757  ,734  ,,,,,
,16-17,11725  ,5954  ,5771  ,8614  ,4338  ,4276  ,3111  ,1616  ,1495  ,,,,,
,0-17,107804  ,55749  ,52055  ,77305  ,39992  ,37313  ,30499  ,15757  ,14742  ,,,,,
,18,5771  ,2946  ,2825  ,4411  ,2168  ,2243  ,1360  ,778  ,582  ,,,,,
,19,6629  ,3264  ,3365  ,5238  ,2494  ,2744  ,1391  ,770  ,621  ,,,,,
,15-19,29519  ,15030  ,14489  ,22059  ,11021  ,11038  ,7460  ,4009  ,3451  ,,,,,
,20,7355  ,3575  ,3780  ,5569  ,2606  ,2963  ,1786  ,969  ,817  ,,,,,
,21,8659  ,4382  ,4277  ,6434  ,3155  ,3279  ,2225  ,1227  ,998  ,,,,,
,22,9427  ,4693  ,4734  ,6893  ,3331  ,3562  ,2534  ,1362  ,1172  ,,,,,
,23,10024  ,5187  ,4837  ,7320  ,3701  ,3619  ,2704  ,1486  ,1218  ,,,,,
,24,10883  ,5552  ,5331  ,7933  ,3973  ,3960  ,2950  ,1579  ,1371  ,,,,,
,20-24,46348  ,23389  ,22959  ,34149  ,16766  ,17383  ,12199  ,6623  ,5576  ,,,,,
,25,10310  ,5351  ,4959  ,7524  ,3829  ,3695  ,2786  ,1522  ,1264  ,,,,,
,26,9932  ,5123  ,4809  ,7285  ,3692  ,3593  ,2647  ,1431  ,1216  ,,,,,
,27,9906  ,5164  ,4742  ,7366  ,3813  ,3553  ,2540  ,1351  ,1189  ,,,,,
,28,10169  ,5163  ,5006  ,7555  ,3754  ,3801  ,2614  ,1409  ,1205  ,,,,,
,29,10088  ,5159  ,4929  ,7564  ,3810  ,3754  ,2524  ,1349  ,1175  ,,,,,
,25-29,50405  ,25960  ,24445  ,37294  ,18898  ,18396  ,13111  ,7062  ,6049  ,,,,,
,20-29,96753  ,49349  ,47404  ,71443  ,35664  ,35779  ,25310  ,13685  ,11625  ,,,,,
,16-29,120878  ,61513  ,59365  ,89706  ,44664  ,45042  ,31172  ,16849  ,14323  ,,,,,
,30,9082  ,4603  ,4479  ,6800  ,3468  ,3332  ,2282  ,1135  ,1147  ,,,,,
,31,9507  ,4794  ,4713  ,7123  ,3577  ,3546  ,2384  ,1217  ,1167  ,,,,,
,32,8962  ,4510  ,4452  ,6806  ,3402  ,3404  ,2156  ,1108  ,1048  ,,,,,
,33,9003  ,4384  ,4619  ,6641  ,3191  ,3450  ,2362  ,1193  ,1169  ,,,,,
,34,8664  ,4271  ,4393  ,6559  ,3146  ,3413  ,2105  ,1125  ,980  ,,,,,
,30-34,45218  ,22562  ,22656  ,33929  ,16784  ,17145  ,11289  ,5778  ,5511  ,,,,,
,15-34,171490  ,86941  ,84549  ,127431  ,63469  ,63962  ,44059  ,23472  ,20587  ,,,,,
,35,8972  ,4488  ,4484  ,6714  ,3357  ,3357  ,2258  ,1131  ,1127  ,,,,,
,36,8856  ,4345  ,4511  ,6655  ,3269  ,3386  ,2201  ,1076  ,1125  ,,,,,
,37,8510  ,4188  ,4322  ,6406  ,3093  ,3313  ,2104  ,1095  ,1009  ,,,,,
,38,8136  ,3977  ,4159  ,6108  ,2953  ,3155  ,2028  ,1024  ,1004  ,,,,,
,39,8254  ,4084  ,4170  ,6128  ,2953  ,3175  ,2126  ,1131  ,995  ,,,,,
,35-39,42728  ,21082  ,21646  ,32011  ,15625  ,16386  ,10717  ,5457  ,5260  ,,,,,
,20-39,184699  ,92993  ,91706  ,137383  ,68073  ,69310  ,47316  ,24920  ,22396  ,,,,,
,40,8102  ,3973  ,4129  ,6105  ,2941  ,3164  ,1997  ,1032  ,965  ,,,,,
,41,8069  ,3801  ,4268  ,6010  ,2814  ,3196  ,2059  ,987  ,1072  ,,,,,
,42,7405  ,3465  ,3940  ,5343  ,2450  ,2893  ,2062  ,1015  ,1047  ,,,,,
,43,7382  ,3490  ,3892  ,5290  ,2485  ,2805  ,2092  ,1005  ,1087  ,,,,,
,44,7642  ,3558  ,4084  ,5472  ,2489  ,2983  ,2170  ,1069  ,1101  ,,,,,
,40-44,38600  ,18287  ,20313  ,28220  ,13179  ,15041  ,10380  ,5108  ,5272  ,,,,,
,45,7979  ,3673  ,4306  ,5623  ,2574  ,3049  ,2356  ,1099  ,1257  ,,,,,
,46,8449  ,3813  ,4636  ,5825  ,2533  ,3292  ,2624  ,1280  ,1344  ,,,,,
,47,8591  ,3981  ,4610  ,5924  ,2681  ,3243  ,2667  ,1300  ,1367  ,,,,,
,48,8975  ,4108  ,4867  ,6137  ,2704  ,3433  ,2838  ,1404  ,1434  ,,,,,
,49,9891  ,4456  ,5435  ,6711  ,2926  ,3785  ,3180  ,1530  ,1650  ,,,,,
,45-49,43885  ,20031  ,23854  ,30220  ,13418  ,16802  ,13665  ,6613  ,7052  ,,,,,
,15-49,296703  ,146341  ,150362  ,217882  ,105691  ,112191  ,78821  ,40650  ,38171  ,,,,,
,50,10597  ,4835  ,5762  ,7236  ,3127  ,4109  ,3361  ,1708  ,1653  ,,,,,
,51,10770  ,4906  ,5864  ,7335  ,3199  ,4136  ,3435  ,1707  ,1728  ,,,,,
,52,10623  ,4812  ,5811  ,7207  ,3070  ,4137  ,3416  ,1742  ,1674  ,,,,,
,53,11025  ,4925  ,6100  ,7514  ,3158  ,4356  ,3511  ,1767  ,1744  ,,,,,
,54,10899  ,4754  ,6145  ,7412  ,3032  ,4380  ,3487  ,1722  ,1765  ,,,,,
,50-54,53914  ,24232  ,29682  ,36704  ,15586  ,21118  ,17210  ,8646  ,8564  ,,,,,
,55,10611  ,4558  ,6053  ,7329  ,3041  ,4288  ,3282  ,1517  ,1765  ,,,,,
,56,10493  ,4524  ,5969  ,7322  ,3006  ,4316  ,3171  ,1518  ,1653  ,,,,,
,57,10383  ,4316  ,6067  ,7169  ,2897  ,4272  ,3214  ,1419  ,1795  ,,,,,
,58,9520  ,3980  ,5540  ,6684  ,2639  ,4045  ,2836  ,1341  ,1495  ,,,,,
,59,9296  ,3858  ,5438  ,6446  ,2553  ,3893  ,2850  ,1305  ,1545  ,,,,,
,55-59,50303  ,21236  ,29067  ,34950  ,14136  ,20814  ,15353  ,7100  ,8253  ,,,,,
,60,9136  ,3736  ,5400  ,6352  ,2495  ,3857  ,2784  ,1241  ,1543  ,,,,,
,61,8982  ,3673  ,5309  ,6154  ,2371  ,3783  ,2828  ,1302  ,1526  ,,,,,
,62,9409  ,3796  ,5613  ,6520  ,2530  ,3990  ,2889  ,1266  ,1623  ,,,,,
,63,7262  ,2815  ,4447  ,5111  ,1881  ,3230  ,2151  ,934  ,1217  ,,,,,
,64,6965  ,2779  ,4186  ,4906  ,1892  ,3014  ,2059  ,887  ,1172  ,,,,,
,60-64,41754  ,16799  ,24955  ,29043  ,11169  ,17874  ,12711  ,5630  ,7081  ,,,,,
,65,6052  ,2273  ,3779  ,4227  ,1502  ,2725  ,1825  ,771  ,1054  ,,,,,
,66,3816  ,1507  ,2309  ,2626  ,1019  ,1607  ,1190  ,488  ,702  ,,,,,
,67,2977  ,1072  ,1905  ,2033  ,695  ,1338  ,944  ,377  ,567  ,,,,,
,68,2301  ,829  ,1472  ,1557  ,527  ,1030  ,744  ,302  ,442  ,,,,,
,69,3317  ,1125  ,2192  ,2247  ,732  ,1515  ,1070  ,393  ,677  ,,,,,
,65-69,18463  ,6806  ,11657  ,12690  ,4475  ,8215  ,5773  ,2331  ,3442  ,,,,,
,70,6666  ,2187  ,4479  ,4359  ,1379  ,2980  ,2307  ,808  ,1499  ,,,,,
,71,5534  ,1825  ,3709  ,3628  ,1124  ,2504  ,1906  ,701  ,1205  ,,,,,
,72,6837  ,2164  ,4673  ,4348  ,1289  ,3059  ,2489  ,875  ,1614  ,,,,,
,73,6592  ,1951  ,4641  ,4290  ,1237  ,3053  ,2302  ,714  ,1588  ,,,,,
,74,6652  ,1968  ,4684  ,4281  ,1220  ,3061  ,2371  ,748  ,1623  ,,,,,
,70-74,32281  ,10095  ,22186  ,20906  ,6249  ,14657  ,11375  ,3846  ,7529  ,,,,,
,75,4977  ,1432  ,3545  ,3090  ,888  ,2202  ,1887  ,544  ,1343  ,,,,,
,76,4458  ,1288  ,3170  ,2645  ,718  ,1927  ,1813  ,570  ,1243  ,,,,,
,77,3538  ,921  ,2617  ,2156  ,536  ,1620  ,1382  ,385  ,997  ,,,,,
,78,3729  ,881  ,2848  ,2142  ,490  ,1652  ,1587  ,391  ,1196  ,,,,,
,79,4261  ,998  ,3263  ,2527  ,583  ,1944  ,1734  ,415  ,1319  ,,,,,
,75-79,20963  ,5520  ,15443  ,12560  ,3215  ,9345  ,8403  ,2305  ,6098  ,,,,,
,80 лет и старше,24682  ,4851  ,19831  ,14855  ,2921  ,11934  ,9827  ,1930  ,7897  ,,,,,
,85 лет и старше,8232  ,1202  ,7030  ,5237  ,789  ,4448  ,2995  ,413  ,2582  ,,,,,
,,,,,,,,,,,,,,,
,Все население,629748  ,282809  ,346939  ,444485  ,197075  ,247410  ,185263  ,85734  ,99529  ,,,,,
,в том числе: ,,,,,,,,,,,,,,
,моложе трудоспособного,96079  ,49795  ,46284  ,68691  ,35654  ,33037  ,27388  ,14141  ,13247  ,,,,,
,трудоспособного,366459  ,188943  ,177516  ,264926  ,133392  ,131534  ,101533  ,55551  ,45982  ,,,,,
,старше трудоспособного,167210  ,44071  ,123139  ,110868  ,28029  ,82839  ,56342  ,16042  ,40300  ,,,,,
