,1.1.1. ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПОЛУ И ВОЗРАСТУ  на 1 января 2018 г. ,,,,,,,,,,
,,,,,(человек),,,,,,
,,,,,,,,,,,
,Возраст (лет),Год,Все население,,,Городское население,,,Сельское население,,
,,рожде-,мужчины ,мужчины,женщины,мужчины ,мужчины,женщины,мужчины ,мужчины,женщины
,,ния,и женщины,,,и женщины,,,и женщины,,
,,,,,,,,,,,
,0,2017,1683430,865263,818167,1264058,649689,614369,419372,215574,203798
,1,2016,1880058,965741,914317,1423187,730880,692307,456871,234861,222010
,2,2015,1931933,992997,938936,1455615,747949,707666,476318,245048,231270
,3,2014,1934443,994639,939804,1395823,717673,678150,538620,276966,261654
,4,2013,1917162,984253,932909,1380291,708658,671633,536871,275595,261276
,0-4,-,9347026,4802893,4544133,6918974,3554849,3364125,2428052,1248044,1180008
,5,2012,1924760,989380,935380,1380895,710696,670199,543865,278684,265181
,6,2011,1821103,935602,885501,1300631,667766,632865,520472,267836,252636
,7,2010,1697980,871149,826831,1226674,629464,597210,471306,241685,229621
,8,2009,1718792,881533,837259,1232671,632523,600148,486121,249010,237111
,9,2008,1710448,875216,835232,1209513,619071,590442,500935,256145,244790
,5-9,-,8873083,4552880,4320203,6350384,3259520,3090864,2522699,1293360,1229339
,10,2007,1618848,830068,788780,1140933,584949,555984,477915,245119,232796
,11,2006,1492793,764225,728568,1062956,544137,518819,429837,220088,209749
,12,2005,1496093,763917,732176,1070188,546191,523997,425905,217726,208179
,13,2004,1502979,769286,733693,1065619,545471,520148,437360,223815,213545
,14,2003,1486798,761618,725180,1051829,538782,513047,434969,222836,212133
,10-14,-,7597511,3889114,3708397,5391525,2759530,2631995,2205986,1129584,1076402
,15,2002,1436124,735520,700604,1015735,519783,495952,420389,215737,204652
,16,2001,1347357,690228,657129,965721,494214,471507,381636,196014,185622
,17,2000,1379579,708107,671472,1003511,514553,488958,376068,193554,182514
,18,1999,1297346,661017,636329,958370,485610,472760,338976,175407,163569
,19,1998,1355530,689608,665922,994799,501073,493726,360731,188535,172196
,15-19,-,6815936,3484480,3331456,4938136,2515233,2422903,1877800,969247,908553
,20,1997,1317704,669051,648653,956699,482025,474674,361005,187026,173979
,21,1996,1397021,714022,682999,1009024,512530,496494,387997,201492,186505
,22,1995,1484551,758464,726087,1068039,540664,527375,416512,217800,198712
,23,1994,1555114,797403,757711,1142071,580274,561797,413043,217129,195914
,24,1993,1581424,805179,776245,1186668,591658,595010,394756,213521,181235
,20-24,-,7335814,3744119,3591695,5362501,2707151,2655350,1973313,1036968,936345
,25,1992,1840565,939735,900830,1450077,719309,730768,390488,220426,170062
,26,1991,2047062,1049821,997241,1627258,818416,808842,419804,231405,188399
,27,1990,2346858,1196552,1150306,1850068,921700,928368,496790,274852,221938
,28,1989,2389780,1210934,1178846,1870619,926447,944172,519161,284487,234674
,29,1988,2495595,1260436,1235159,1940804,957160,983644,554791,303276,251515
,25-29,-,11119860,5657478,5462382,8738826,4343032,4395794,2381034,1314446,1066588
,30,1987,2610028,1319810,1290218,2022699,1000254,1022445,587329,319556,267773
,31,1986,2589597,1302868,1286729,2010399,991435,1018964,579198,311433,267765
,32,1985,2551480,1273059,1278421,1994636,976915,1017721,556844,296144,260700
,33,1984,2484319,1241926,1242393,1938326,953298,985028,545993,288628,257365
,34,1983,2530224,1262849,1267375,1976416,971581,1004835,553808,291268,262540
,30-34,-,12765648,6400512,6365136,9942476,4893483,5048993,2823172,1507029,1316143
,35,1982,2373870,1179407,1194463,1849153,904785,944368,524717,274622,250095
,36,1981,2259037,1119464,1139573,1756017,858162,897855,503020,261302,241718
,37,1980,2399587,1186187,1213400,1876119,916763,959356,523468,269424,254044
,38,1979,2205319,1084298,1121021,1705147,828265,876882,500172,256033,244139
,39,1978,2186945,1066244,1120701,1684947,811645,873302,501998,254599,247399
,35-39,-,11424758,5635600,5789158,8871383,4319620,4551763,2553375,1315980,1237395
,40,1977,2115371,1025215,1090156,1621555,776478,845077,493816,248737,245079
,41,1976,2131929,1031313,1100616,1631465,779883,851582,500464,251430,249034
,42,1975,2146658,1032253,1114405,1642728,780765,861963,503930,251488,252442
,43,1974,2060460,991476,1068984,1565268,745279,819989,495192,246197,248995
,44,1973,1999041,960904,1038137,1519422,722977,796445,479619,237927,241692
,40-44,-,10453459,5041161,5412298,7980438,3805382,4175056,2473021,1235779,1237242
,45,1972,2003642,960931,1042711,1515300,718569,796731,488342,242362,245980
,46,1971,1928491,926587,1001904,1448589,688770,759819,479902,237817,242085
,47,1970,2002593,964631,1037962,1511737,720862,790875,490856,243769,247087
,48,1969,1795587,855087,940500,1327710,623650,704060,467877,231437,236440
,49,1968,1769251,839154,930097,1292846,603752,689094,476405,235402,241003
,45-49,-,9499564,4546390,4953174,7096182,3355603,3740579,2403382,1190787,1212595
,50,1967,1734304,816007,918297,1258540,581640,676900,475764,234367,241397
,51,1966,1788076,834345,953731,1288237,589250,698987,499839,245095,254744
,52,1965,1884606,875116,1009490,1367070,621779,745291,517536,253337,264199
,53,1964,1916390,880936,1035454,1383123,621601,761522,533267,259335,273932
,54,1963,2048966,937524,1111442,1473694,658303,815391,575272,279221,296051
,50-54,-,9372342,4343928,5028414,6770664,3072573,3698091,2601678,1271355,1330323
,55,1962,2119232,958476,1160756,1525734,671653,854081,593498,286823,306675
,56,1961,2211574,995119,1216455,1589774,694540,895234,621800,300579,321221
,57,1960,2367713,1061617,1306096,1711795,745577,966218,655918,316040,339878
,58,1959,2187301,960109,1227192,1567983,665417,902566,619318,294692,324626
,59,1958,2163564,937527,1226037,1558744,653033,905711,604820,284494,320326
,55-59,-,11049384,4912848,6136536,7954030,3430220,4523810,3095354,1482628,1612726
,60,1957,2089408,897057,1192351,1506239,624391,881848,583169,272666,310503
,61,1956,2000406,842058,1158348,1450272,589892,860380,550134,252166,297968
,62,1955,1991242,822660,1168582,1455002,581349,873653,536240,241311,294929
,63,1954,1954674,793031,1161643,1430958,561469,869489,523716,231562,292154
,64,1953,1747187,700374,1046813,1287449,499542,787907,459738,200832,258906
,60-64,-,9782917,4055180,5727737,7129920,2856643,4273277,2652997,1198537,1454460
,65,1952,1742616,687950,1054666,1286953,491632,795321,455663,196318,259345
,66,1951,1651988,643199,1008789,1226591,462648,763943,425397,180551,244846
,67,1950,1626198,630592,995606,1221641,461377,760264,404557,169215,235342
,68,1949,1609942,606506,1003436,1205655,439917,765738,404287,166589,237698
,69,1948,1306254,485763,820491,989975,357931,632044,316279,127832,188447
,65-69,-,7936998,3054010,4882988,5930815,2213505,3717310,2006183,840505,1165678
,70,1947,1248857,457818,791039,957824,343307,614517,291033,114511,176522
,71,1946,1093925,390265,703660,841889,294612,547277,252036,95653,156383
,72,1945,659483,232662,426821,519950,181204,338746,139533,51458,88075
,73,1944,483018,165340,317678,373218,126250,246968,109800,39090,70710
,74,1943,434217,145488,288729,324040,108097,215943,110177,37391,72786
,70-74,-,3919500,1391573,2527927,3016921,1053470,1963451,902579,338103,564476
,75,1942,624694,196420,428274,455196,141352,313844,169498,55068,114430
,76,1941,937740,284362,653378,685084,205144,479940,252656,79218,173438
,77,1940,980720,294554,686166,713186,212940,500246,267534,81614,185920
,78,1939,1014323,290512,723811,734305,207193,527112,280018,83319,196699
,79,1938,963407,267122,696285,698988,190591,508397,264419,76531,187888
,75-79,-,4520884,1332970,3187914,3286759,957220,2329539,1234125,375750,858375
,80,1937,919880,257654,662226,679855,187421,492434,240025,70233,169792
,81,1936,689343,188035,501308,491552,132088,359464,197791,55947,141844
,82,1935,559289,149812,409477,399172,105263,293909,160117,44549,115568
,83,1934,398832,102801,296031,284827,72308,212519,114005,30493,83512
,84,1933,341258,84832,256426,242045,59124,182921,99213,25708,73505
,80-84,-,2908602,783134,2125468,2097451,556204,1541247,811151,226930,584221
,85,1932,375619,90966,284653,264658,62922,201736,110961,28044,82917
,86,1931,324755,77654,247101,230755,54445,176310,94000,23209,70791
,87,1930,341329,82548,258781,240690,58314,182376,100639,24234,76405
,88,1929,256768,56904,199864,182663,40339,142324,74105,16565,57540
,89,1928,229922,49239,180683,163345,35308,128037,66577,13931,52646
,85-89,-,1528393,357311,1171082,1082111,251328,830783,446282,105983,340299
,90,1927,174532,38091,136441,126851,28515,98336,47681,9576,38105
,91,1926,136477,29003,107474,100056,22072,77984,36421,6931,29490
,92,1925,99954,20291,79663,74133,15594,58539,25821,4697,21124
,93,1924,72678,14192,58486,53676,10667,43009,19002,3525,15477
,94,1923,48312,9560,38752,36679,7450,29229,11633,2110,9523
,90-94,-,531953,111137,420816,391395,84298,307097,140558,26839,113719
,95,1922,29351,6251,23100,22419,5024,17395,6932,1227,5705
,96,1921,20448,4692,15756,15982,3784,12198,4466,908,3558
,97,1920,15714,4004,11710,12065,3289,8776,3649,715,2934
,98,1919,7251,1877,5374,5797,1573,4224,1454,304,1150
,99,1918,6456,1630,4826,5127,1338,3789,1329,292,1037
,95-99,-,79220,18454,60766,61390,15008,46382,17830,3446,14384
,100 лет и более,1917,17580,4743,12837,14618,4135,10483,2962,608,2354
,,,,,,,,,,,
,Все население,-,146880432,68119915,78760517,109326899,50008007,59318892,37553533,18111908,19441625
