,ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПОЛУ И ВОЗРАСТУ  на 1 января 2013 г.,,,,,,,,,,
,,,,,(человек),,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Возраст (лет),Год,Все население,,,Городское население,,,Сельское население,,
,,рожде-,мужчины ,мужчины,женщины,мужчины ,мужчины,женщины,мужчины ,мужчины,женщины
,,ния,и женщины,,,и женщины,,,и женщины,,
,,,,,,,,,,,
,0,2012,1888640 ,970890 ,917750 ,1340762 ,689988 ,650774 ,547878 ,280902 ,266976 
,1,2011,1784532 ,916825 ,867707 ,1256977 ,646039 ,610938 ,527555 ,270786 ,256769 
,2,2010,1660296 ,851803 ,808493 ,1179333 ,605562 ,573771 ,480963 ,246241 ,234722 
,3,2009,1680743 ,861953 ,818790 ,1189715 ,610685 ,579030 ,491028 ,251268 ,239760 
,4,2008,1672707 ,855921 ,816786 ,1170168 ,599326 ,570842 ,502539 ,256595 ,245944 
,0-4,,8686918 ,4457392 ,4229526 ,6136955 ,3151600 ,2985355 ,2549963 ,1305792 ,1244171 
,5,2007,1583196 ,811986 ,771210 ,1105745 ,567271 ,538474 ,477451 ,244715 ,232736 
,6,2006,1459649 ,747435 ,712214 ,1032736 ,528913 ,503823 ,426913 ,218522 ,208391 
,7,2005,1466402 ,748717 ,717685 ,1045130 ,533558 ,511572 ,421272 ,215159 ,206113 
,8,2004,1473123 ,753992 ,719131 ,1040376 ,532693 ,507683 ,432747 ,221299 ,211448 
,9,2003,1458522 ,747245 ,711277 ,1029132 ,527370 ,501762 ,429390 ,219875 ,209515 
,5-9,,7440892 ,3809375 ,3631517 ,5253119 ,2689805 ,2563314 ,2187773 ,1119570 ,1068203 
,10,2002,1409230 ,721845 ,687385 ,990134 ,507171 ,482963 ,419096 ,214674 ,204422 
,11,2001,1321098 ,676842 ,644256 ,922519 ,472088 ,450431 ,398579 ,204754 ,193825 
,12,2000,1352013 ,693898 ,658115 ,942593 ,483762 ,458831 ,409420 ,210136 ,199284 
,13,1999,1275538 ,653815 ,621723 ,877490 ,449802 ,427688 ,398048 ,204013 ,194035 
,14,1998,1331416 ,681669 ,649747 ,910159 ,465449 ,444710 ,421257 ,216220 ,205037 
,10-14,,6689295 ,3428069 ,3261226 ,4642895 ,2378272 ,2264623 ,2046400 ,1049797 ,996603 
,15,1997,1292913 ,661457 ,631456 ,882603 ,451220 ,431383 ,410310 ,210237 ,200073 
,16,1996,1361615 ,696768 ,664847 ,949341 ,485443 ,463898 ,412274 ,211325 ,200949 
,17,1995,1442666 ,735756 ,706910 ,1030354 ,523239 ,507115 ,412312 ,212517 ,199795 
,18,1994,1511903 ,774721 ,737182 ,1128532 ,572747 ,555785 ,383371 ,201974 ,181397 
,19,1993,1543052 ,787998 ,755054 ,1172621 ,587809 ,584812 ,370431 ,200189 ,170242 
,15-19,,7152149 ,3656700 ,3495449 ,5163451 ,2620458 ,2542993 ,1988698 ,1036242 ,952456 
,20,1992,1787303 ,909813 ,877490 ,1400808 ,697711 ,703097 ,386495 ,212102 ,174393 
,21,1991,1987640 ,1015821 ,971819 ,1561902 ,788960 ,772942 ,425738 ,226861 ,198877 
,22,1990,2283629 ,1160469 ,1123160 ,1771894 ,887842 ,884052 ,511735 ,272627 ,239108 
,23,1989,2342977 ,1192152 ,1150825 ,1798767 ,902430 ,896337 ,544210 ,289722 ,254488 
,24,1988,2447232 ,1240945 ,1206287 ,1864534 ,931080 ,933454 ,582698 ,309865 ,272833 
,20-24,,10848781 ,5519200 ,5329581 ,8397905 ,4208023 ,4189882 ,2450876 ,1311177 ,1139699 
,25,1987,2560587 ,1300084 ,1260503 ,1946334 ,973595 ,972739 ,614253 ,326489 ,287764 
,26,1986,2542539 ,1285080 ,1257459 ,1939360 ,966788 ,972572 ,603179 ,318292 ,284887 
,27,1985,2508503 ,1257292 ,1251211 ,1932015 ,955600 ,976415 ,576488 ,301692 ,274796 
,28,1984,2445364 ,1229397 ,1215967 ,1883870 ,936633 ,947237 ,561494 ,292764 ,268730 
,29,1983,2498621 ,1255654 ,1242967 ,1933450 ,961076 ,972374 ,565171 ,294578 ,270593 
,25-29,,12555614 ,6327507 ,6228107 ,9635029 ,4793692 ,4841337 ,2920585 ,1533815 ,1386770 
,30,1982,2349036 ,1175825 ,1173211 ,1815636 ,898703 ,916933 ,533400 ,277122 ,256278 
,31,1981,2239046 ,1119036 ,1120010 ,1731243 ,856650 ,874593 ,507803 ,262386 ,245417 
,32,1980,2383212 ,1188112 ,1195100 ,1857625 ,918075 ,939550 ,525587 ,270037 ,255550 
,33,1979,2194857 ,1090278 ,1104579 ,1694063 ,833498 ,860565 ,500794 ,256780 ,244014 
,34,1978,2179880 ,1074851 ,1105029 ,1679088 ,820206 ,858882 ,500792 ,254645 ,246147 
,30-34,,11346031 ,5648102 ,5697929 ,8777655 ,4327132 ,4450523 ,2568376 ,1320970 ,1247406 
