,13,4996  ,2557  ,2439  ,3498  ,1797  ,1701  ,1498  ,760  ,738  ,,,,,
,8-13,33488  ,17235  ,16253  ,23919  ,12326  ,11593  ,9569  ,4909  ,4660  ,,,,,
,0-13,87489  ,45269  ,42220  ,62613  ,32430  ,30183  ,24876  ,12839  ,12037  ,,,,,
,14,5525  ,2952  ,2573  ,3863  ,2082  ,1781  ,1662  ,870  ,792  ,,,,,
,10-14,26900  ,13966  ,12934  ,19036  ,9888  ,9148  ,7864  ,4078  ,3786  ,,,,,
,0-14,93014  ,48221  ,44793  ,66476  ,34512  ,31964  ,26538  ,13709  ,12829  ,,,,,
,15,5272  ,2592  ,2680  ,3745  ,1851  ,1894  ,1527  ,741  ,786  ,,,,,
,14-15,10797  ,5544  ,5253  ,7608  ,3933  ,3675  ,3189  ,1611  ,1578  ,,,,,
,16,5361  ,2846  ,2515  ,3913  ,2072  ,1841  ,1448  ,774  ,674  ,,,,,
,17,5682  ,2902  ,2780  ,4127  ,2070  ,2057  ,1555  ,832  ,723  ,,,,,
,16-17,11043  ,5748  ,5295  ,8040  ,4142  ,3898  ,3003  ,1606  ,1397  ,,,,,
,0-17,109329  ,56561  ,52768  ,78261  ,40505  ,37756  ,31068  ,16056  ,15012  ,,,,,
,18,5725  ,2845  ,2880  ,4445  ,2168  ,2277  ,1280  ,677  ,603  ,,,,,
,19,5474  ,2724  ,2750  ,4173  ,1971  ,2202  ,1301  ,753  ,548  ,,,,,
,15-19,27514  ,13909  ,13605  ,20403  ,10132  ,10271  ,7111  ,3777  ,3334  ,,,,,
,20,6475  ,3139  ,3336  ,5104  ,2395  ,2709  ,1371  ,744  ,627  ,,,,,
,21,7251  ,3517  ,3734  ,5506  ,2575  ,2931  ,1745  ,942  ,803  ,,,,,
,22,8564  ,4333  ,4231  ,6348  ,3114  ,3234  ,2216  ,1219  ,997  ,,,,,
,23,9316  ,4661  ,4655  ,6795  ,3293  ,3502  ,2521  ,1368  ,1153  ,,,,,
,24,9973  ,5209  ,4764  ,7255  ,3702  ,3553  ,2718  ,1507  ,1211  ,,,,,
,20-24,41579  ,20859  ,20720  ,31008  ,15079  ,15929  ,10571  ,5780  ,4791  ,,,,,
,25,10864  ,5592  ,5272  ,7951  ,4028  ,3923  ,2913  ,1564  ,1349  ,,,,,
,26,10294  ,5358  ,4936  ,7538  ,3829  ,3709  ,2756  ,1529  ,1227  ,,,,,
,27,9844  ,5064  ,4780  ,7241  ,3664  ,3577  ,2603  ,1400  ,1203  ,,,,,
,28,9784  ,5109  ,4675  ,7284  ,3771  ,3513  ,2500  ,1338  ,1162  ,,,,,
,29,10112  ,5133  ,4979  ,7504  ,3737  ,3767  ,2608  ,1396  ,1212  ,,,,,
,25-29,50898  ,26256  ,24642  ,37518  ,19029  ,18489  ,13380  ,7227  ,6153  ,,,,,
,20-29,92477  ,47115  ,45362  ,68526  ,34108  ,34418  ,23951  ,13007  ,10944  ,,,,,
,16-29,114719  ,58432  ,56287  ,85184  ,42389  ,42795  ,29535  ,16043  ,13492  ,,,,,
,30,10004  ,5111  ,4893  ,7477  ,3752  ,3725  ,2527  ,1359  ,1168  ,,,,,
,31,9001  ,4557  ,4444  ,6772  ,3437  ,3335  ,2229  ,1120  ,1109  ,,,,,
,32,9449  ,4771  ,4678  ,7063  ,3546  ,3517  ,2386  ,1225  ,1161  ,,,,,
,33,8908  ,4481  ,4427  ,6781  ,3382  ,3399  ,2127  ,1099  ,1028  ,,,,,
,34,8950  ,4356  ,4594  ,6611  ,3184  ,3427  ,2339  ,1172  ,1167  ,,,,,
,30-34,46312  ,23276  ,23036  ,34704  ,17301  ,17403  ,11608  ,5975  ,5633  ,,,,,
,15-34,166303  ,84300  ,82003  ,123633  ,61541  ,62092  ,42670  ,22759  ,19911  ,,,,,
,35,8608  ,4254  ,4354  ,6496  ,3120  ,3376  ,2112  ,1134  ,978  ,,,,,
,36,8912  ,4445  ,4467  ,6642  ,3318  ,3324  ,2270  ,1127  ,1143  ,,,,,
,37,8814  ,4313  ,4501  ,6610  ,3245  ,3365  ,2204  ,1068  ,1136  ,,,,,
,38,8447  ,4146  ,4301  ,6337  ,3036  ,3301  ,2110  ,1110  ,1000  ,,,,,
,39,8097  ,3945  ,4152  ,6053  ,2917  ,3136  ,2044  ,1028  ,1016  ,,,,,
,35-39,42878  ,21103  ,21775  ,32138  ,15636  ,16502  ,10740  ,5467  ,5273  ,,,,,
,20-39,181667  ,91494  ,90173  ,135368  ,67045  ,68323  ,46299  ,24449  ,21850  ,,,,,
,40,8189  ,4041  ,4148  ,6045  ,2913  ,3132  ,2144  ,1128  ,1016  ,,,,,
,41,8027  ,3918  ,4109  ,6012  ,2879  ,3133  ,2015  ,1039  ,976  ,,,,,
,42,8021  ,3771  ,4250  ,5941  ,2766  ,3175  ,2080  ,1005  ,1075  ,,,,,
,43,7332  ,3424  ,3908  ,5263  ,2404  ,2859  ,2069  ,1020  ,1049  ,,,,,
,44,7304  ,3433  ,3871  ,5208  ,2417  ,2791  ,2096  ,1016  ,1080  ,,,,,
,40-44,38873  ,18587  ,20286  ,28469  ,13379  ,15090  ,10404  ,5208  ,5196  ,,,,,
,45,7554  ,3495  ,4059  ,5393  ,2445  ,2948  ,2161  ,1050  ,1111  ,,,,,
,46,7902  ,3615  ,4287  ,5529  ,2508  ,3021  ,2373  ,1107  ,1266  ,,,,,
,47,8375  ,3763  ,4612  ,5750  ,2489  ,3261  ,2625  ,1274  ,1351  ,,,,,
,48,8497  ,3920  ,4577  ,5836  ,2618  ,3218  ,2661  ,1302  ,1359  ,,,,,
,49,8871  ,4025  ,4846  ,6057  ,2647  ,3410  ,2814  ,1378  ,1436  ,,,,,
,45-49,41199  ,18818  ,22381  ,28565  ,12707  ,15858  ,12634  ,6111  ,6523  ,,,,,
,15-49,289253  ,142808  ,146445  ,212805  ,103263  ,109542  ,76448  ,39545  ,36903  ,,,,,
,50,9810  ,4386  ,5424  ,6635  ,2867  ,3768  ,3175  ,1519  ,1656  ,,,,,
,51,10463  ,4744  ,5719  ,7124  ,3055  ,4069  ,3339  ,1689  ,1650  ,,,,,
,52,10673  ,4826  ,5847  ,7240  ,3132  ,4108  ,3433  ,1694  ,1739  ,,,,,
,53,10486  ,4714  ,5772  ,7064  ,2978  ,4086  ,3422  ,1736  ,1686  ,,,,,
,54,10938  ,4849  ,6089  ,7410  ,3091  ,4319  ,3528  ,1758  ,1770  ,,,,,
,50-54,52370  ,23519  ,28851  ,35473  ,15123  ,20350  ,16897  ,8396  ,8501  ,,,,,
,55,10771  ,4670  ,6101  ,7306  ,2969  ,4337  ,3465  ,1701  ,1764  ,,,,,
,56,10475  ,4468  ,6007  ,7204  ,2959  ,4245  ,3271  ,1509  ,1762  ,,,,,
,57,10335  ,4405  ,5930  ,7165  ,2903  ,4262  ,3170  ,1502  ,1668  ,,,,,
,58,10249  ,4218  ,6031  ,7043  ,2827  ,4216  ,3206  ,1391  ,1815  ,,,,,
,59,9363  ,3858  ,5505  ,6554  ,2547  ,4007  ,2809  ,1311  ,1498  ,,,,,
,55-59,51193  ,21619  ,29574  ,35272  ,14205  ,21067  ,15921  ,7414  ,8507  ,,,,,
,60,9127  ,3733  ,5394  ,6293  ,2455  ,3838  ,2834  ,1278  ,1556  ,,,,,
,61,8944  ,3599  ,5345  ,6188  ,2386  ,3802  ,2756  ,1213  ,1543  ,,,,,
,62,8847  ,3559  ,5288  ,6034  ,2294  ,3740  ,2813  ,1265  ,1548  ,,,,,
,63,9230  ,3651  ,5579  ,6359  ,2404  ,3955  ,2871  ,1247  ,1624  ,,,,,
,64,7078  ,2687  ,4391  ,4964  ,1785  ,3179  ,2114  ,902  ,1212  ,,,,,
,60-64,43226  ,17229  ,25997  ,29838  ,11324  ,18514  ,13388  ,5905  ,7483  ,,,,,
,65,6795  ,2643  ,4152  ,4765  ,1786  ,2979  ,2030  ,857  ,1173  ,,,,,
,66,5937  ,2180  ,3757  ,4094  ,1411  ,2683  ,1843  ,769  ,1074  ,,,,,
,67,3733  ,1448  ,2285  ,2553  ,968  ,1585  ,1180  ,480  ,700  ,,,,,
,68,2892  ,1025  ,1867  ,1950  ,646  ,1304  ,942  ,379  ,563  ,,,,,
,69,2236  ,793  ,1443  ,1503  ,500  ,1003  ,733  ,293  ,440  ,,,,,
,65-69,21593  ,8089  ,13504  ,14865  ,5311  ,9554  ,6728  ,2778  ,3950  ,,,,,
,70,3195  ,1051  ,2144  ,2141  ,677  ,1464  ,1054  ,374  ,680  ,,,,,
,71,6461  ,2063  ,4398  ,4191  ,1281  ,2910  ,2270  ,782  ,1488  ,,,,,
,72,5361  ,1731  ,3630  ,3473  ,1047  ,2426  ,1888  ,684  ,1204  ,,,,,
,73,6574  ,2025  ,4549  ,4147  ,1190  ,2957  ,2427  ,835  ,1592  ,,,,,
,74,6300  ,1796  ,4504  ,4063  ,1120  ,2943  ,2237  ,676  ,1561  ,,,,,
,70-74,27891  ,8666  ,19225  ,18015  ,5315  ,12700  ,9876  ,3351  ,6525  ,,,,,
,75,6333  ,1826  ,4507  ,4052  ,1112  ,2940  ,2281  ,714  ,1567  ,,,,,
,76,4717  ,1303  ,3414  ,2908  ,805  ,2103  ,1809  ,498  ,1311  ,,,,,
,77,4176  ,1172  ,3004  ,2468  ,650  ,1818  ,1708  ,522  ,1186  ,,,,,
,78,3304  ,840  ,2464  ,1992  ,474  ,1518  ,1312  ,366  ,946  ,,,,,
,79,3434  ,771  ,2663  ,1968  ,433  ,1535  ,1466  ,338  ,1128  ,,,,,
,75-79,21964  ,5912  ,16052  ,13388  ,3474  ,9914  ,8576  ,2438  ,6138  ,,,,,
,80 лет и старше,25351  ,4981  ,20370  ,15166  ,2944  ,12222  ,10185  ,2037  ,8148  ,,,,,
,85 лет и старше,9044  ,1372  ,7672  ,5660  ,886  ,4774  ,3384  ,486  ,2898  ,,,,,
,,,,,,,,,,,,,,,
,Все население,625855  ,281044  ,344811  ,441298  ,195471  ,245827  ,184557  ,85573  ,98984  ,,,,,
,в том числе: ,,,,,,,,,,,,,,
,моложе трудоспособного,98286  ,50813  ,47473  ,70221  ,36363  ,33858  ,28065  ,14450  ,13615  ,,,,,
,трудоспособного,357970  ,185354  ,172616  ,258738  ,130740  ,127998  ,99232  ,54614  ,44618  ,,,,,
,старше трудоспособного,169599  ,44877  ,124722  ,112339  ,28368  ,83971  ,57260  ,16509  ,40751  ,,,,,
